month_year,rating_filled
January 2023,4.14740009160655
February 2023,4.107154950351074
March 2023,4.102383599844682
April 2023,4.122942827648623
May 2023,4.0912469542996375
June 2023,4.135644691441824
July 2023,4.168809092983829
August 2023,4.149129567615483
September 2023,4.097056461576477
October 2023,4.0756789381274094
November 2023,4.052243855288594
December 2023,3.997661312225973
